classification,flag,press_length,date_string,timestamp,event_start,interval_length,interval
1,0,23,20240309,13:36:47,137276,15,"[274, 269, 264, 261, 259, 259, 261, 261, 261, 261, 261, 261, 264, 269, 279]"
-1,0,4,20240309,13:36:54,137434,8,"[426, 424, 416, 414, 414, 414, 421, 421]"
1,0,33,20240309,13:36:56,137482,15,"[279, 261, 259, 259, 259, 261, 261, 261, 261, 259, 259, 264, 264, 271, 279]"
-1,0,4,20240309,13:37:20,137974,6,"[401, 391, 391, 393, 393, 393]"
-1,0,5,20240309,13:37:23,138035,5,"[401, 401, 401, 401, 419]"
-1,0,5,20240309,13:37:53,138652,3,"[297, 294, 297]"
1,0,33,20240309,13:38:34,139520,22,"[332, 325, 317, 312, 307, 307, 304, 302, 299, 297, 292, 292, 289, 287, 284, 284, 281, 281, 279, 281, 284, 292]"
1,0,34,20240309,13:38:38,139597,12,"[254, 246, 243, 243, 241, 238, 238, 236, 233, 231, 228, 238]"
-1,0,5,20240309,13:39:39,140861,4,"[299, 299, 297, 297]"
1,0,33,20240309,13:39:43,140951,7,"[218, 208, 210, 208, 208, 208, 210]"
1,0,32,20240309,13:39:57,141265,8,"[238, 241, 238, 241, 241, 238, 243, 266]"
-1,0,4,20240309,13:41:25,143115,4,"[327, 320, 320, 320]"
-1,0,5,20240309,13:42:10,144040,4,"[317, 317, 243, 335]"
-1,0,5,20240309,13:43:10,145312,5,"[485, 325, 309, 309, 314]"
-1,0,5,20240309,13:45:40,148455,6,"[358, 332, 330, 330, 335, 353]"
1,0,40,20240309,13:45:50,148681,18,"[279, 269, 269, 261, 175, 76, 261, 261, 261, 259, 259, 269, 38, 297, 561, 459, 358, 259]"
-1,0,5,20240309,13:46:16,149212,6,"[368, 325, 320, 322, 327, 119]"
1,0,26,20240309,13:46:29,149496,12,"[248, 238, 233, 233, 233, 233, 231, 200, 233, 99, 236, 243]"
-1,0,5,20240309,13:46:36,149632,4,"[439, 287, 284, 287]"
-1,0,5,20240309,13:46:50,149914,1,[381]
1,0,28,20240309,13:49:18,153016,3,"[342, 355, 368]"
-1,0,5,20240309,13:49:24,153157,5,"[271, 271, 241, 269, 281]"
-1,0,5,20240309,13:50:06,154024,4,"[274, 254, 256, 256]"
-1,0,5,20240309,13:51:13,155428,3,"[368, 368, 378]"
-1,0,6,20240309,13:53:20,158089,4,"[307, 307, 307, 307]"
1,0,29,20240309,13:53:53,158787,12,"[284, 281, 281, 281, 281, 284, 287, 287, 297, 302, 302, 320]"
-1,0,5,20240309,13:54:33,159631,6,"[299, 279, 271, 271, 274, 279]"
-1,0,5,20240309,13:54:47,159925,5,"[205, 203, 200, 205, 215]"
-1,0,5,20240309,13:54:48,159955,7,"[218, 187, 187, 187, 190, 190, 205]"
-1,0,5,20240309,13:55:26,160737,4,"[256, 256, 261, 358]"
1,0,28,20240309,13:55:47,161167,9,"[198, 198, 200, 200, 200, 203, 203, 205, 215]"
1,0,35,20240309,13:56:22,161912,10,"[243, 231, 223, 218, 228, 228, 223, 137, 231, 238]"
-1,0,5,20240309,13:56:31,162095,6,"[292, 261, 243, 256, 259, 121]"
-1,0,6,20240309,14:01:43,168617,8,"[330, 322, 320, 320, 320, 317, 322, 332]"
-1,0,6,20240309,14:03:03,170297,5,"[363, 274, 274, 276, 279]"
-1,0,5,20240309,14:06:20,174408,4,"[251, 243, 243, 243]"
-1,0,5,20240309,14:07:00,175252,5,"[358, 340, 337, 340, 340]"
-1,0,5,20240309,14:11:13,180566,6,"[261, 195, 223, 223, 223, 238]"
-1,0,6,20240309,14:15:00,185333,6,"[287, 269, 281, 276, 274, 292]"
-1,0,6,20240309,14:19:05,190489,5,"[172, 170, 172, 172, 175]"
-1,0,5,20240309,14:19:13,190625,6,"[208, 195, 193, 193, 193, 198]"
1,0,32,20240309,14:22:31,194796,24,"[170, 127, 162, 162, 162, 127, 162, 162, 162, 165, 162, 124, 165, 165, 165, 165, 165, 167, 167, 167, 170, 172, 177, 91]"
-1,0,6,20240309,14:23:26,195949,7,"[330, 322, 281, 279, 279, 281, 309]"
