classification,flag,press_length,date_string,timestamp,event_start,interval_length,interval
-1,0,5,20230112,18:49:38,20907,5,"[439, 439, 441, 449, 449]"
1,0,30,20230112,18:49:59,21354,15,"[314, 302, 299, 297, 299, 299, 299, 299, 297, 297, 294, 297, 302, 307, 396]"
-1,0,9,20230112,18:51:53,23755,6,"[304, 304, 304, 307, 330, 535]"
1,0,27,20230112,18:54:45,27390,8,"[314, 312, 309, 309, 309, 299, 309, 309]"
-1,0,4,20230112,18:59:20,33174,5,"[325, 317, 320, 320, 325]"
1,0,26,20230112,18:59:37,33526,11,"[297, 292, 289, 289, 289, 289, 289, 289, 294, 312, 459]"
-1,0,6,20230112,19:00:51,35101,3,"[335, 332, 335]"
-1,0,5,20230112,19:05:57,41521,5,"[279, 256, 259, 261, 269]"
-1,0,6,20230112,19:09:49,46420,5,"[411, 302, 297, 294, 299]"
1,0,29,20230112,19:12:39,49997,10,"[182, 170, 170, 167, 160, 167, 167, 167, 165, 170]"
-1,0,5,20230112,19:16:34,54928,6,"[398, 264, 220, 182, 223, 238]"
-1,0,6,20230112,19:18:10,56952,5,"[187, 187, 185, 187, 195]"
-1,0,3,20230112,19:20:06,59389,6,"[243, 236, 231, 231, 233, 248]"
-1,0,9,20230112,19:20:43,60180,5,"[215, 208, 205, 205, 210]"
-1,0,5,20230112,19:28:13,69646,5,"[375, 365, 365, 370, 391]"
-1,0,5,20230112,19:28:16,69706,5,"[391, 368, 368, 368, 375]"
-1,0,9,20230112,19:48:20,95028,8,"[172, 170, 167, 167, 167, 167, 162, 167]"
-1,0,5,20230108,09:23:08,36443,7,"[340, 332, 309, 309, 312, 330, 320]"
1,0,37,20230108,09:28:37,43318,16,"[317, 337, 335, 297, 297, 297, 297, 297, 297, 299, 299, 299, 299, 320, 309, 320]"
-1,0,6,20230108,09:31:40,47184,4,"[287, 276, 294, 281]"
-1,0,5,20230108,09:32:20,48035,5,"[393, 256, 256, 259, 383]"
-1,0,6,20230108,09:38:55,56347,7,"[213, 213, 195, 195, 198, 203, 386]"
-1,0,6,20230108,09:40:48,58719,8,"[215, 444, 193, 193, 193, 200, 200, 297]"
1,0,30,20230108,09:42:56,61383,14,"[269, 259, 248, 248, 251, 132, 251, 251, 254, 254, 254, 256, 261, 515]"
1,0,30,20230108,09:47:11,66758,14,"[208, 363, 185, 180, 180, 180, 175, 180, 167, 63, 180, 187, 431, 213]"
-1,0,5,20230108,09:50:55,71473,9,"[208, 195, 193, 193, 195, 193, 195, 200, 406]"
-1,0,5,20230108,09:57:43,80057,11,"[411, 355, 129, 124, 124, 124, 124, 124, 129, 129, 480]"
1,0,28,20230108,09:57:48,80171,48,"[406, 368, 363, 363, 383, 337, 322, 284, 312, 322, 373, 353, 147, 142, 137, 139, 129, 129, 127, 124, 124, 149, 121, 119, 119, 119, 119, 111, 109, 119, 111, 116, 116, 116, 116, 114, 114, 114, 111, 111, 111, 111, 111, 114, 119, 121, 127, 127]"
-1,0,6,20230108,09:57:58,80375,7,"[292, 132, 132, 132, 132, 132, 142]"
-1,0,6,20230108,09:58:15,80732,7,"[149, 144, 142, 144, 149, 96, 414]"
-1,0,6,20230108,09:58:45,81367,7,"[195, 182, 185, 185, 185, 185, 193]"
-1,0,5,20230108,10:08:43,93903,5,"[276, 279, 284, 289, 297]"
-1,0,4,20230108,10:08:44,93935,2,"[403, 403]"
-1,0,5,20230108,10:22:57,111906,10,"[401, 401, 439, 93, 193, 193, 193, 193, 198, 213]"
1,0,27,20230108,10:26:23,116217,10,"[477, 378, 220, 167, 210, 208, 142, 91, 220, 485]"
-1,0,6,20230108,10:27:18,117378,4,"[337, 233, 233, 238]"
-1,0,4,20230108,10:28:27,118832,5,"[452, 330, 330, 317, 452]"
1,0,20,20230108,10:30:16,121121,13,"[287, 363, 472, 274, 276, 276, 274, 274, 274, 274, 304, 281, 302]"
-1,0,7,20230108,10:30:23,121278,8,"[330, 274, 289, 190, 246, 218, 444, 444]"
1,0,27,20230108,10:30:29,121397,14,"[279, 233, 259, 233, 236, 236, 238, 241, 243, 248, 401, 256, 266, 370]"
-1,0,4,20230108,10:33:12,124827,8,"[513, 358, 220, 96, 106, 335, 386, 386]"
1,0,27,20230108,10:33:17,124934,12,"[538, 398, 241, 276, 276, 276, 276, 276, 279, 561, 279, 391]"
1,0,18,20230108,10:33:49,125606,12,"[375, 325, 203, 129, 116, 269, 109, 170, 271, 276, 276, 205]"
-1,0,4,20230108,10:35:38,127905,6,"[436, 299, 101, 226, 226, 337]"
-1,0,6,20230108,10:35:41,127986,10,"[510, 299, 238, 238, 114, 289, 287, 246, 106, 325]"
-1,0,8,20230108,10:40:01,133413,7,"[523, 350, 228, 228, 213, 78, 243]"
-1,0,5,20230108,10:41:28,135232,3,"[241, 119, 220]"
1,0,22,20230108,10:43:18,137539,7,"[228, 215, 213, 210, 210, 213, 215]"
-1,0,6,20230108,10:43:26,137713,5,"[373, 325, 368, 287, 482]"
-1,0,5,20230108,10:44:38,139239,5,"[332, 279, 139, 208, 330]"
1,0,29,20230108,10:45:45,140636,24,"[421, 210, 508, 487, 287, 48, 243, 243, 124, 45, 172, 157, 127, 269, 208, 266, 266, 266, 274, 210, 271, 281, 185, 523]"
-1,0,5,20230108,10:46:50,142008,6,"[436, 340, 274, 271, 276, 276]"
1,0,25,20230108,10:47:00,142210,13,"[398, 309, 101, 76, 215, 215, 213, 213, 215, 233, 220, 236, 398]"
-1,0,6,20230108,10:47:07,142379,8,"[411, 383, 320, 254, 220, 220, 281, 383]"
-1,0,6,20230108,10:47:30,142856,10,"[378, 172, 279, 317, 78, 330, 330, 342, 342, 342]"
-1,0,5,20230108,10:48:12,143737,5,"[414, 241, 241, 248, 421]"
1,0,25,20230108,10:48:37,144265,19,"[210, 208, 205, 208, 205, 195, 205, 203, 203, 203, 203, 203, 203, 200, 200, 205, 205, 208, 215]"
-1,0,7,20230108,10:48:48,144511,6,"[312, 307, 307, 312, 312, 312]"
1,0,24,20230108,10:48:56,144653,20,"[266, 259, 256, 256, 256, 261, 259, 261, 261, 264, 264, 264, 264, 264, 264, 264, 266, 271, 279, 289]"
1,0,22,20230108,10:49:58,145954,10,"[439, 254, 254, 254, 256, 256, 259, 261, 264, 281]"
-1,0,5,20230108,10:50:47,147012,14,"[259, 243, 243, 241, 241, 243, 241, 248, 325, 320, 243, 223, 220, 246]"
1,0,20,20230108,10:50:57,147200,11,"[386, 238, 241, 241, 238, 238, 238, 241, 241, 254, 269]"
-1,0,5,20230108,10:51:10,147483,4,"[261, 218, 256, 269]"
-1,0,5,20230108,10:52:27,149063,5,"[317, 152, 317, 406, 335]"
-1,0,7,20230108,10:53:05,149886,5,"[353, 345, 345, 358, 360]"
-1,0,5,20230108,10:54:31,151690,7,"[231, 264, 259, 256, 213, 256, 256]"
1,0,27,20230108,10:55:37,153071,32,"[553, 419, 251, 246, 246, 246, 251, 243, 246, 246, 246, 238, 238, 246, 246, 246, 246, 248, 248, 248, 248, 248, 254, 213, 254, 254, 256, 254, 261, 266, 441, 462]"
-1,0,5,20230108,10:56:58,154790,5,"[444, 294, 289, 289, 289]"
-1,0,7,20230108,10:57:29,155428,4,"[487, 386, 299, 307]"
-1,0,6,20230108,10:57:49,155866,6,"[368, 317, 340, 259, 345, 373]"
1,0,29,20230108,10:58:41,156950,25,"[406, 180, 538, 200, 109, 195, 195, 193, 193, 195, 116, 195, 195, 195, 195, 195, 195, 198, 193, 193, 170, 198, 205, 170, 416]"
-1,0,6,20230108,11:00:36,159360,6,"[368, 304, 304, 304, 353, 317]"
-1,0,6,20230108,11:00:38,159410,6,"[363, 363, 149, 129, 71, 320]"
-1,0,5,20230108,11:02:23,161623,7,"[236, 228, 231, 228, 231, 236, 243]"
-1,0,5,20230108,11:03:09,162581,5,"[335, 48, 218, 218, 220]"
-1,0,7,20230108,11:04:55,164817,6,"[195, 121, 187, 187, 190, 203]"
-1,0,4,20230108,11:06:02,166225,7,"[454, 312, 302, 302, 304, 350, 314]"
1,0,22,20230108,11:06:59,167426,16,"[142, 520, 226, 274, 248, 264, 254, 256, 261, 266, 271, 276, 276, 279, 279, 289]"
-1,0,5,20230108,11:07:13,167701,5,"[259, 254, 251, 251, 274]"
1,0,27,20230108,11:08:48,169708,22,"[261, 248, 312, 238, 228, 226, 111, 220, 218, 215, 215, 213, 210, 210, 208, 210, 279, 279, 350, 208, 210, 452]"
-1,0,5,20230108,11:09:34,170687,5,"[271, 83, 256, 256, 355]"
-1,0,4,20230108,11:11:29,173111,1,[568]
-1,0,5,20230108,11:11:35,173243,8,"[279, 254, 271, 251, 251, 99, 99, 355]"
-1,0,6,20230108,11:15:10,177752,7,"[533, 226, 116, 226, 106, 81, 281]"
-1,0,8,20230108,11:20:26,184366,7,"[358, 358, 233, 218, 215, 177, 414]"
-1,0,6,20230108,11:23:17,187944,6,"[203, 187, 187, 187, 187, 205]"
1,0,24,20230108,11:32:48,199953,22,"[220, 218, 208, 203, 203, 203, 203, 203, 203, 203, 200, 200, 200, 200, 200, 200, 200, 203, 203, 520, 215, 220]"
-1,0,6,20230108,11:34:49,202492,6,"[213, 208, 205, 203, 203, 210]"
-1,0,7,20230108,11:34:52,202563,6,"[421, 177, 185, 182, 187, 190]"
-1,0,5,20221229,08:11:57,19670,6,"[256, 233, 233, 233, 236, 254]"
1,0,22,20221229,08:15:38,24312,54,"[218, 208, 200, 198, 195, 193, 193, 193, 190, 190, 101, 48, 55, 190, 190, 170, 190, 190, 193, 193, 193, 193, 193, 193, 193, 195, 193, 193, 193, 193, 193, 193, 177, 190, 76, 38, 73, 129, 172, 81, 45, 190, 190, 187, 187, 187, 187, 187, 187, 187, 190, 198, 210, 419]"
-1,0,4,20221229,08:18:07,27429,9,"[243, 238, 238, 236, 236, 236, 241, 243, 254]"
1,0,28,20221229,08:18:18,27681,58,"[363, 447, 388, 388, 502, 490, 464, 477, 325, 218, 157, 154, 127, 142, 63, 104, 162, 124, 160, 162, 160, 154, 160, 160, 157, 157, 160, 157, 160, 162, 203, 172, 213, 175, 185, 165, 66, 99, 111, 160, 162, 162, 157, 160, 160, 160, 157, 157, 160, 157, 157, 160, 167, 185, 187, 177, 233, 419]"
1,0,26,20221229,08:18:39,28117,13,"[203, 195, 195, 195, 198, 198, 198, 200, 200, 200, 200, 200, 210]"
-1,0,5,20221229,08:27:58,39886,7,"[350, 187, 147, 132, 55, 182, 381]"
-1,0,5,20221229,08:35:52,49858,4,"[287, 284, 287, 289]"
-1,0,4,20221229,08:42:56,58779,8,"[541, 472, 241, 248, 248, 248, 119, 256]"
-1,0,4,20221229,08:43:17,59238,22,"[452, 452, 248, 152, 142, 142, 137, 137, 137, 134, 137, 134, 121, 124, 264, 172, 254, 251, 401, 358, 279, 452]"
1,0,24,20221229,08:43:34,59581,11,"[175, 177, 172, 167, 167, 73, 172, 170, 175, 187, 439]"
1,0,28,20221229,08:46:09,62831,26,"[241, 238, 304, 304, 106, 165, 53, 66, 124, 167, 162, 220, 134, 177, 203, 223, 223, 226, 200, 111, 233, 236, 241, 243, 467, 467]"
-1,0,4,20221229,08:46:31,63274,1,[553]
-1,0,6,20221229,08:47:19,64311,9,"[218, 210, 210, 210, 210, 210, 213, 210, 215]"
1,0,27,20221229,08:47:29,64489,30,"[401, 467, 365, 375, 482, 393, 200, 193, 187, 187, 190, 187, 187, 187, 187, 187, 187, 187, 187, 187, 187, 193, 218, 203, 210, 368, 365, 378, 457, 490]"
-1,0,5,20221229,08:55:54,75121,4,"[269, 259, 256, 259]"
-1,0,5,20221229,08:57:48,77523,6,"[518, 292, 147, 243, 182, 358]"
-1,0,6,20221229,08:58:35,78534,5,"[317, 317, 307, 307, 302]"
1,0,31,20221229,08:59:27,79617,39,"[411, 431, 424, 434, 424, 424, 213, 109, 205, 205, 205, 195, 218, 203, 203, 203, 200, 200, 200, 200, 200, 200, 200, 200, 200, 198, 198, 198, 200, 195, 195, 195, 363, 365, 502, 200, 203, 205, 210]"
-1,0,5,20221229,09:29:05,116991,9,"[495, 495, 480, 477, 464, 462, 472, 472, 474]"
-1,0,6,20221229,09:43:45,135520,3,"[436, 436, 444]"
-1,0,5,20221229,09:43:57,135756,3,"[396, 429, 441]"
-1,0,6,20221229,09:44:00,135825,4,"[424, 424, 330, 358]"
1,0,34,20221229,09:44:03,135885,16,"[259, 256, 259, 261, 261, 261, 261, 261, 259, 259, 259, 259, 381, 381, 266, 274]"
1,0,24,20221229,09:45:25,137616,18,"[391, 396, 396, 292, 284, 284, 281, 281, 281, 284, 287, 289, 292, 292, 294, 274, 294, 297]"
1,0,28,20221229,09:45:53,138218,4,"[276, 264, 248, 259]"
1,0,28,20221229,09:46:39,139178,10,"[271, 266, 284, 264, 264, 264, 264, 266, 269, 322]"
-1,0,8,20221229,09:49:26,142703,9,"[170, 162, 162, 162, 152, 63, 154, 154, 157]"
1,0,34,20221229,10:00:13,156296,23,"[172, 165, 160, 154, 152, 154, 147, 154, 160, 160, 162, 162, 162, 162, 162, 162, 165, 170, 175, 182, 421, 355, 335]"
1,0,27,20221229,10:32:05,196420,14,"[215, 208, 208, 208, 205, 205, 205, 203, 203, 203, 203, 203, 205, 213]"
1,0,31,20221229,10:37:43,203534,18,"[261, 248, 220, 312, 233, 233, 121, 236, 236, 238, 238, 238, 238, 241, 243, 243, 248, 307]"
-1,0,6,20221229,10:38:18,204282,8,"[485, 210, 208, 241, 241, 241, 236, 241]"
-1,0,5,20221229,10:38:58,205123,6,"[398, 177, 55, 177, 177, 180]"
-1,0,5,20221229,10:39:02,205207,7,"[452, 205, 76, 190, 187, 195, 205]"
1,0,30,20221229,10:40:43,207326,14,"[325, 500, 208, 132, 205, 203, 200, 200, 200, 200, 203, 203, 205, 340]"
1,0,13,20221229,10:41:38,208487,22,"[302, 391, 243, 243, 226, 215, 157, 93, 160, 91, 213, 213, 154, 55, 48, 119, 53, 210, 210, 215, 259, 325]"
-1,0,5,20221229,10:42:19,209359,5,"[223, 243, 243, 228, 302]"
1,0,21,20221229,10:44:31,212133,23,"[226, 502, 472, 144, 208, 208, 208, 210, 213, 213, 213, 213, 213, 213, 213, 210, 210, 213, 210, 154, 215, 220, 231]"
-1,0,5,20221229,10:45:36,213497,6,"[444, 330, 261, 226, 142, 452]"
-1,0,6,20221229,10:46:28,214617,5,"[454, 185, 167, 177, 185]"
-1,0,7,20221229,10:46:34,214728,6,"[375, 99, 93, 203, 160, 246]"
-1,0,5,20221229,10:46:51,215071,10,"[355, 86, 208, 208, 215, 317, 226, 165, 231, 236]"
-1,0,5,20221229,10:46:57,215203,5,"[439, 236, 233, 236, 243]"
-1,0,4,20221229,10:48:06,216669,7,"[378, 241, 236, 236, 238, 238, 391]"
1,0,22,20221229,10:50:26,219590,9,"[414, 248, 363, 248, 233, 248, 251, 391, 396]"
-1,0,7,20221229,10:53:01,222867,5,"[358, 208, 279, 210, 312]"
1,0,28,20221229,10:53:54,223980,14,"[548, 246, 505, 340, 345, 287, 287, 180, 251, 284, 281, 312, 289, 294]"
1,0,15,20221229,10:53:57,224040,8,"[546, 365, 187, 187, 185, 185, 190, 360]"
-1,4,5,20221229,10:57:51,228978,1,[436]
-1,4,5,20221229,10:57:51,228985,0,[]
-1,0,5,20221229,10:58:00,229148,4,"[381, 355, 355, 355]"
-1,0,5,20221229,10:58:24,229649,6,"[408, 401, 408, 408, 411, 411]"
1,0,26,20221229,10:58:30,229772,25,"[302, 297, 558, 287, 287, 284, 292, 284, 281, 281, 279, 279, 276, 276, 274, 254, 274, 271, 271, 274, 274, 281, 279, 287, 294]"
1,0,26,20221229,10:58:43,230058,31,"[568, 358, 370, 167, 162, 160, 76, 160, 160, 162, 165, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 162, 162, 147, 162, 160, 162, 167, 170, 172, 175]"
1,0,28,20221227,09:37:14,12823,14,"[220, 215, 213, 215, 213, 213, 213, 213, 210, 210, 208, 208, 218, 228]"
-1,0,6,20221227,09:37:26,13095,7,"[353, 266, 266, 266, 266, 276, 299]"
-1,0,6,20221227,09:37:28,13135,11,"[452, 325, 287, 198, 152, 101, 132, 142, 132, 154, 129]"
1,0,31,20221227,09:38:33,14501,23,"[259, 251, 243, 241, 236, 233, 233, 233, 231, 228, 226, 223, 220, 220, 220, 218, 218, 215, 215, 215, 215, 218, 220]"
1,0,20,20221227,09:38:53,14925,17,"[243, 228, 355, 215, 215, 210, 213, 213, 210, 208, 210, 208, 208, 208, 210, 391, 228]"
-1,0,4,20221227,09:39:22,15523,4,"[391, 261, 297, 307]"
-1,0,4,20221227,09:39:48,16082,7,"[447, 276, 276, 276, 276, 281, 388]"
-1,0,4,20221227,09:39:59,16319,3,"[360, 147, 284]"
-1,0,5,20221227,09:45:24,23146,0,[]
1,0,32,20221227,09:46:01,23912,9,"[193, 177, 165, 165, 165, 165, 167, 172, 182]"
-1,0,4,20221227,09:48:47,27417,6,"[251, 243, 241, 241, 241, 254]"
-1,0,4,20221227,09:48:52,27530,2,"[401, 398]"
-1,0,1,20221227,09:50:56,30133,0,[]
1,0,29,20221227,09:51:12,30459,15,"[256, 251, 233, 231, 228, 226, 226, 223, 236, 223, 226, 233, 419, 325, 325]"
-1,0,5,20221227,09:53:28,33336,4,"[353, 177, 304, 304]"
1,0,23,20221227,09:54:10,34169,9,"[289, 287, 289, 287, 289, 297, 294, 304, 320]"
1,0,24,20221227,09:56:27,37080,11,"[274, 264, 259, 203, 259, 259, 259, 261, 264, 271, 279]"
-1,0,4,20221227,10:06:24,49659,7,"[248, 243, 241, 241, 243, 241, 259]"
-1,0,4,20221227,10:06:29,49762,2,"[548, 548]"
-1,0,4,20221227,10:07:31,51058,6,"[375, 340, 335, 335, 337, 340]"
-1,0,9,20221227,10:17:38,63803,10,"[172, 170, 177, 175, 175, 175, 177, 177, 190, 177]"
1,0,27,20221227,10:25:03,73156,16,"[266, 259, 256, 256, 259, 259, 259, 261, 261, 264, 264, 269, 279, 292, 292, 312]"
1,0,22,20221227,10:25:09,73273,21,"[165, 185, 388, 175, 170, 170, 170, 172, 175, 177, 175, 175, 175, 175, 175, 175, 175, 175, 172, 172, 175]"
-1,0,4,20221227,10:26:38,75158,17,"[248, 248, 251, 274, 269, 223, 220, 220, 220, 223, 218, 220, 220, 223, 226, 236, 248]"
-1,0,4,20221227,10:35:22,86163,5,"[167, 162, 160, 160, 175]"
-1,0,5,20221227,10:59:23,116441,6,"[210, 195, 198, 198, 205, 459]"
-1,0,6,20221227,11:01:59,119726,9,"[403, 279, 99, 124, 246, 251, 210, 254, 254]"
-1,0,5,20221227,11:06:31,125443,5,"[363, 358, 355, 355, 355]"
1,0,28,20221227,11:06:38,125607,24,"[287, 281, 276, 274, 269, 269, 266, 264, 264, 264, 264, 264, 264, 264, 261, 261, 264, 259, 256, 256, 254, 254, 408, 259]"
-1,0,4,20221227,11:07:07,126210,7,"[375, 350, 347, 345, 342, 340, 353]"
-1,0,5,20221227,11:16:03,137497,4,"[449, 411, 406, 408]"
1,0,25,20221227,11:16:09,137630,9,"[236, 236, 236, 236, 236, 236, 236, 373, 269]"
-1,0,3,20221227,11:17:01,138720,22,"[289, 190, 190, 261, 261, 259, 266, 264, 266, 322, 360, 335, 266, 264, 317, 271, 269, 241, 264, 248, 269, 408]"
-1,0,5,20221227,11:17:06,138820,5,"[340, 317, 312, 320, 332]"
-1,0,6,20221227,11:18:30,140596,3,"[248, 248, 251]"
1,0,20,20221227,11:19:27,141794,7,"[213, 215, 213, 210, 210, 208, 220]"
1,0,36,20221227,11:19:54,142360,12,"[193, 193, 195, 193, 193, 193, 193, 193, 190, 193, 200, 208]"
1,0,32,20221227,11:21:09,143923,11,"[193, 195, 190, 195, 195, 195, 198, 198, 198, 203, 208]"
1,0,25,20221227,11:21:33,144453,10,"[314, 312, 312, 309, 309, 309, 139, 314, 314, 325]"
-1,0,4,20221227,11:22:39,145823,4,"[312, 314, 317, 322]"
-1,0,4,20221227,11:22:51,146075,4,"[276, 276, 276, 279]"
-1,0,4,20221227,11:23:56,147443,4,"[287, 279, 276, 279]"
-1,0,5,20221227,11:26:56,151235,4,"[198, 200, 200, 208]"
1,0,24,20221227,11:34:17,160477,26,"[228, 223, 223, 220, 220, 218, 218, 218, 215, 215, 215, 215, 215, 215, 215, 215, 213, 213, 215, 215, 215, 215, 215, 220, 223, 381]"
-1,0,7,20221227,11:37:28,164483,5,"[205, 198, 193, 198, 205]"
-1,0,4,20221227,11:40:35,168430,6,"[185, 165, 170, 172, 175, 182]"
-1,0,4,20221227,11:40:46,168638,7,"[292, 99, 129, 182, 139, 116, 220]"
1,0,23,20221227,11:41:43,169866,26,"[208, 200, 195, 193, 190, 190, 190, 187, 185, 185, 187, 185, 180, 180, 180, 177, 175, 177, 177, 177, 175, 175, 175, 175, 177, 180]"
-1,0,5,20221227,11:43:06,171613,7,"[190, 172, 170, 180, 180, 180, 185]"
-1,0,5,20221227,11:45:38,174797,5,"[182, 162, 162, 165, 172]"
1,0,26,20221227,11:57:06,189248,30,"[218, 210, 208, 205, 203, 198, 198, 198, 200, 200, 200, 200, 203, 195, 203, 203, 203, 203, 198, 203, 203, 203, 203, 203, 203, 203, 203, 205, 210, 213]"
1,0,21,20221227,12:25:34,225155,14,"[198, 185, 182, 177, 177, 144, 175, 96, 124, 190, 353, 243, 243, 360]"
1,0,30,20221227,12:25:51,225504,12,"[165, 154, 149, 147, 144, 142, 142, 139, 139, 139, 144, 144]"
1,0,28,20221227,12:34:39,236630,9,"[167, 170, 167, 167, 167, 167, 172, 167, 208]"
-1,0,5,20221227,12:35:35,237807,7,"[546, 294, 50, 121, 132, 132, 137]"
1,0,22,20221227,12:48:51,254532,17,"[271, 269, 269, 271, 271, 269, 269, 269, 269, 266, 266, 266, 264, 269, 276, 289, 558]"
-1,0,4,20221227,12:57:37,265628,5,"[215, 203, 203, 203, 208]"
-1,0,5,20221227,13:00:13,268900,3,"[292, 289, 292]"
1,0,22,20221227,13:00:21,269071,10,"[246, 241, 241, 238, 238, 241, 241, 248, 248, 269]"
1,0,23,20221227,13:04:03,273698,23,"[205, 205, 213, 215, 220, 223, 226, 228, 228, 231, 231, 231, 231, 228, 228, 226, 226, 226, 228, 226, 228, 231, 236]"
1,0,24,20221227,13:05:11,275121,8,"[297, 294, 292, 292, 289, 289, 297, 297]"
-1,0,6,20221227,13:05:43,275794,5,"[228, 228, 228, 231, 238]"
-1,0,4,20221227,13:06:40,277019,5,"[205, 205, 205, 205, 208]"
1,0,25,20221227,13:10:53,282317,12,"[182, 180, 172, 172, 167, 172, 172, 172, 170, 172, 177, 187]"
-1,0,5,20221227,13:11:34,283203,7,"[241, 241, 238, 238, 238, 241, 254]"
-1,0,6,20221227,13:23:28,298215,5,"[243, 220, 220, 218, 218]"
-1,0,5,20221227,13:26:57,302596,10,"[256, 241, 238, 238, 233, 233, 233, 236, 241, 411]"
1,0,23,20221227,13:40:32,319734,35,"[419, 71, 444, 198, 162, 154, 149, 147, 147, 149, 149, 152, 104, 157, 139, 157, 160, 157, 157, 157, 93, 132, 149, 149, 152, 154, 170, 312, 431, 76, 106, 266, 266, 355, 449]"
1,0,28,20221227,13:46:30,327241,9,"[287, 292, 276, 281, 276, 276, 274, 279, 289]"
-1,0,3,20221227,13:48:24,329672,0,[]
-1,0,6,20221227,13:56:11,339484,3,"[226, 223, 228]"
1,0,23,20221227,14:10:53,358050,7,"[279, 274, 274, 276, 274, 279, 525]"
-1,0,5,20221227,14:13:33,361405,1,[322]
-1,0,4,20221227,14:14:03,362019,5,"[391, 312, 292, 162, 106]"
-1,0,3,20221227,14:14:55,363107,4,"[398, 378, 378, 381]"
1,0,30,20221227,14:15:03,363286,8,"[215, 220, 218, 203, 220, 223, 223, 228]"
-1,0,6,20221227,14:15:32,363853,4,"[330, 314, 274, 220]"
1,0,29,20221227,14:15:57,364376,8,"[165, 157, 149, 147, 147, 147, 149, 160]"
-1,0,5,20221227,14:17:09,365907,2,"[317, 317]"
-1,0,5,20221227,14:18:19,367383,4,"[345, 342, 63, 368]"
-1,0,3,20221227,14:19:24,368733,10,"[281, 271, 271, 271, 271, 271, 73, 276, 279, 378]"
-1,0,5,20221227,14:19:27,368802,9,"[322, 322, 322, 322, 322, 525, 347, 342, 353]"
-1,0,5,20221227,14:19:50,369283,3,"[297, 294, 302]"
1,0,21,20221227,14:20:16,369842,9,"[464, 416, 266, 261, 261, 261, 259, 99, 261]"
-1,0,4,20221227,14:21:20,371188,6,"[325, 322, 325, 325, 287, 195]"
-1,0,4,20221227,14:22:48,373025,3,"[314, 320, 320]"
-1,0,4,20221227,14:23:36,374024,3,"[317, 317, 317]"
1,0,27,20221227,14:23:59,374508,4,"[220, 220, 223, 223]"
1,0,25,20221227,14:28:38,380392,16,"[271, 551, 266, 223, 210, 210, 208, 170, 170, 210, 208, 223, 208, 294, 391, 515]"
-1,0,5,20221227,14:29:30,381486,4,"[294, 289, 287, 294]"
-1,0,4,20221227,14:30:39,382926,4,"[314, 312, 312, 314]"
1,0,23,20221227,14:30:41,382987,18,"[256, 205, 198, 195, 198, 198, 195, 198, 195, 198, 200, 200, 203, 200, 200, 205, 205, 213]"
-1,0,6,20221227,14:31:10,383593,4,"[419, 281, 281, 284]"
-1,0,5,20221227,14:32:23,385134,4,"[393, 317, 307, 309]"
-1,0,4,20221227,14:32:32,385296,5,"[276, 264, 259, 259, 350]"
1,0,28,20221227,14:33:16,386235,12,"[251, 228, 213, 205, 205, 200, 208, 210, 208, 208, 215, 378]"
-1,0,6,20221227,14:33:53,387024,2,"[406, 200]"
1,0,29,20221227,14:33:57,387115,16,"[347, 276, 274, 276, 276, 276, 279, 279, 279, 281, 284, 287, 287, 289, 289, 294]"
1,0,29,20221227,14:35:43,389324,11,"[137, 259, 251, 248, 248, 246, 248, 248, 256, 444, 548]"
-1,0,5,20221227,14:37:39,391766,5,"[355, 294, 289, 284, 297]"
-1,0,5,20221227,14:38:59,393454,6,"[335, 314, 317, 317, 317, 335]"
-1,0,4,20221227,14:39:07,393598,4,"[274, 269, 271, 297]"
-1,0,3,20221227,14:39:08,393638,6,"[365, 350, 350, 350, 350, 350]"
-1,0,5,20221227,14:40:16,395075,6,"[297, 297, 284, 287, 289, 353]"
-1,0,5,20221227,14:40:49,395770,2,"[401, 401]"
-1,0,5,20221227,14:43:47,399500,1,[454]
1,0,25,20221227,14:44:12,400020,24,"[243, 236, 231, 228, 226, 226, 223, 213, 208, 208, 208, 205, 203, 200, 200, 198, 198, 195, 193, 190, 187, 182, 180, 182]"
-1,0,3,20221227,14:44:56,400948,0,[]
-1,0,4,20221227,14:44:57,400974,4,"[299, 302, 302, 307]"
-1,0,5,20221227,14:45:38,401850,11,"[441, 304, 129, 314, 314, 312, 139, 314, 314, 317, 215]"
-1,0,5,20221227,14:46:04,402390,6,"[436, 436, 436, 436, 436, 447]"
-1,0,4,20221227,14:46:28,402879,5,"[325, 322, 320, 322, 327]"
1,0,29,20221227,14:46:54,403432,19,"[190, 190, 190, 180, 177, 177, 180, 180, 175, 182, 182, 185, 187, 187, 187, 193, 193, 195, 205]"
-1,0,5,20221227,14:47:36,404317,4,"[330, 325, 325, 330]"
-1,0,5,20221227,14:47:40,404382,5,"[335, 327, 325, 330, 337]"
-1,0,5,20221227,14:47:42,404431,1,[454]
-1,0,5,20221227,14:49:20,406499,6,"[541, 292, 292, 248, 248, 246]"
-1,0,5,20221227,14:49:41,406932,3,"[317, 312, 314]"
-1,0,5,20221227,14:50:11,407551,4,"[246, 246, 248, 248]"
-1,0,5,20221227,14:50:38,408120,5,"[292, 279, 274, 276, 294]"
-1,0,4,20221227,14:51:14,408876,0,[]
-1,0,4,20221227,14:51:23,409079,4,"[322, 322, 322, 332]"
